# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 14 21:31:11 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_rade < 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,sy_dist
4621,NGTS-3 A b,NGTS-3 A,2,1,Transit,2018,Paranal Observatory,0,16.589,743.9720000
4622,NGTS-4 b,NGTS-4,1,1,Transit,2019,Paranal Observatory,0,3.180,280.5550000
4623,NGTS-5 b,NGTS-5,1,1,Transit,2019,Paranal Observatory,0,12.733,306.7790000
4624,NGTS-6 b,NGTS-6,1,1,Transit,2019,Paranal Observatory,0,14.863,308.2620000
4625,NGTS-8 b,NGTS-8,1,1,Transit,2019,Paranal Observatory,0,12.218,428.9760000
4626,NGTS-9 b,NGTS-9,1,1,Transit,2019,Paranal Observatory,0,11.994,609.1280000
4627,NN Ser c,NN Ser,2,2,Eclipse Timing Variations,2010,Multiple Observatories,0,12.600,515.8180000
4628,NN Ser d,NN Ser,2,2,Eclipse Timing Variations,2010,Multiple Observatories,0,13.300,515.8180000
4629,NSVS 14256825 b,NSVS 14256825,2,1,Eclipse Timing Variations,2019,Multiple Observatories,0,12.300,820.8770000
4630,NY Vir b,NY Vir,2,2,Eclipse Timing Variations,2011,Multiple Observatories,0,13.300,544.0240000
4631,NY Vir c,NY Vir,2,2,Eclipse Timing Variations,2019,Winer Observatory,0,12.800,544.0240000
4632,OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,Microlensing,2004,OGLE,0,13.200,5800.0000000
4633,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,Microlensing,2005,OGLE,0,13.000,3200.0000000
4634,OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,Microlensing,2006,OGLE,0,3.840,4100.0000000
4635,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,Microlensing,2005,OGLE,0,2.210,6600.0000000
4636,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,0,14.000,1510.0000000
4637,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,0,11.100,1510.0000000
4638,OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,1,Microlensing,2020,OGLE,0,14.300,4000.0000000
4639,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,Microlensing,2016,OGLE,0,10.700,2760.0000000
4640,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,Microlensing,2009,OGLE,0,4.720,5900.0000000
4641,OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,Microlensing,2014,OGLE,0,8.740,8100.0000000
4642,OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,Microlensing,2014,OGLE,0,12.900,6800.0000000
4643,OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,Microlensing,2018,OGLE,0,9.010,6100.0000000
4644,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,Microlensing,2012,OGLE,0,14.200,2570.0000000
4645,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,Microlensing,2015,OGLE,0,13.900,4380.0000000
4646,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,OGLE,0,7.720,4019.0000000
4647,OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,OGLE,0,13.900,4019.0000000
4648,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,Microlensing,2013,OGLE,0,13.400,1760.0000000
4649,OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,Microlensing,2013,OGLE,0,13.200,4970.0000000
4650,OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,Microlensing,2015,OGLE,0,13.600,1300.0000000
4651,OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,Microlensing,2016,OGLE,0,14.300,6700.0000000
4652,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,Microlensing,2020,OGLE,0,8.390,6320.0000000
4653,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,Microlensing,2016,OGLE,0,6.560,2600.0000000
4654,OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,Microlensing,2014,OGLE,0,12.300,3040.0000000
4655,OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,Microlensing,2017,OGLE,0,11.600,3900.0000000
4656,OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,Microlensing,2014,OGLE,0,1.160,911.0000000
4657,OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,Microlensing,2019,OGLE,0,12.500,3220.0000000
4658,OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,Microlensing,2017,OGLE,0,14.100,6300.0000000
4659,OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,Microlensing,2018,OGLE,0,13.200,6900.0000000
4660,OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,Microlensing,2015,OGLE,0,14.200,4100.0000000
4661,OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,1,Microlensing,2022,OGLE,0,14.100,7730.0000000
4662,OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,Microlensing,2016,OGLE,0,13.000,2670.0000000
4663,OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,OGLE,0,8.590,6400.0000000
4664,OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,OGLE,0,11.000,6400.0000000
4665,OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,Microlensing,2016,OGLE,0,14.200,6860.0000000
4666,OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,Microlensing,2016,OGLE,0,14.000,8200.0000000
4667,OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,Microlensing,2016,KMTNet,0,13.100,1200.0000000
4668,OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,Microlensing,2016,OGLE,0,4.860,3300.0000000
4669,OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,Microlensing,2019,OGLE,0,13.200,4230.0000000
4670,OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,Microlensing,2019,OGLE,0,4.420,6700.0000000
4671,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,Microlensing,2020,OGLE,0,14.300,7070.0000000
4672,OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,Microlensing,2017,OGLE,0,13.000,6500.0000000
4673,OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,Microlensing,2017,OGLE,0,13.000,3410.0000000
4674,OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,Microlensing,2019,OGLE,0,14.300,3730.0000000
4675,OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,Microlensing,2017,OGLE,0,12.300,6770.0000000
4676,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,Microlensing,2017,OGLE,0,1.110,3910.0000000
4677,OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,Microlensing,2020,OGLE,0,13.900,
4678,OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,Microlensing,2018,OGLE,0,1.620,4705.0000000
4679,OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,Microlensing,2018,OGLE,0,14.000,5915.0000000
4680,OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,Microlensing,2020,OGLE,0,14.200,5200.0000000
4681,OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,Microlensing,2018,OGLE,0,2.950,5800.0000000
4682,OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,Microlensing,2020,OGLE,0,14.200,3950.0000000
4683,OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,Microlensing,2020,OGLE,0,12.800,5670.0000000
4684,OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,1,Microlensing,2021,OGLE,0,13.100,7250.0000000
4685,OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,Microlensing,2018,OGLE,0,13.500,
4686,OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,Microlensing,2020,OGLE,0,12.400,3930.0000000
4687,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,Microlensing,2018,OGLE,0,1.940,860.0000000
4688,OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,Microlensing,2018,OGLE,0,14.000,7490.0000000
4689,OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,1,Microlensing,2022,OGLE,0,3.920,7290.0000000
4690,OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,Microlensing,2022,OGLE,0,2.410,7700.0000000
4691,OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,Microlensing,2020,OGLE,0,2.370,773.0000000
4692,OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,Microlensing,2021,OGLE,0,12.300,7060.0000000
4693,OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,Microlensing,2019,OGLE,0,3.810,5650.0000000
4694,OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,Microlensing,2020,OGLE,0,1.820,7580.0000000
4695,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,Microlensing,2019,OGLE,0,12.900,3200.0000000
4696,OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,Microlensing,2021,OGLE,0,13.600,6500.0000000
4697,OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,0,13.500,7100.0000000
4698,OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,0,13.200,7100.0000000
4699,OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,Microlensing,2021,OGLE,0,2.830,7400.0000000
4700,OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,Microlensing,2020,OGLE,0,14.100,2510.0000000
4701,OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,Microlensing,2021,OGLE,0,14.000,6220.0000000
4702,OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,Microlensing,2020,OGLE,0,12.900,7600.0000000
4703,OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,Microlensing,2021,OGLE,0,12.700,5830.0000000
4704,OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,Microlensing,2021,OGLE,0,14.200,6980.0000000
4705,OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,1,Microlensing,2022,OGLE,0,13.100,5830.0000000
4706,OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2,Microlensing,2022,OGLE,0,13.100,4400.0000000
4707,OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2,Microlensing,2022,OGLE,0,12.500,4400.0000000
4708,OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,Microlensing,2021,OGLE,0,12.300,3630.0000000
4709,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,Microlensing,2021,OGLE,0,1.390,980.0000000
4710,OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,1,Microlensing,2022,OGLE,0,13.300,5900.0000000
4711,OGLE-TR-10 b,OGLE-TR-10,1,1,Transit,2004,OGLE,0,14.011,1344.9700000
4712,OGLE-TR-111 b,OGLE-TR-111,1,1,Transit,2004,OGLE,0,11.422,1068.3300000
4713,OGLE-TR-113 b,OGLE-TR-113,1,1,Transit,2004,OGLE,0,12.251,566.4590000
4714,OGLE-TR-132 b,OGLE-TR-132,1,1,Transit,2004,OGLE,0,13.450,2012.6200000
4715,OGLE-TR-182 b,OGLE-TR-182,1,1,Transit,2007,OGLE,0,12.666,2501.7500000
4716,OGLE-TR-211 b,OGLE-TR-211,1,1,Transit,2007,OGLE,0,15.244,1515.2600000
4717,OGLE-TR-56 b,OGLE-TR-56,1,1,Transit,2002,OGLE,0,15.278,282.8391387
4718,OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,Transit,2008,OGLE,0,18.046,1627.6300000
4719,Oph 11 b,Oph 11,1,1,Imaging,2006,Gemini Observatory,0,12.300,136.1655920
4720,PDS 70 b,PDS 70,1,2,Imaging,2018,Paranal Observatory,0,30.488,113.0640000
4721,PDS 70 c,PDS 70,1,2,Imaging,2019,European Southern Observatory,0,22.866,113.0640000
4722,PH1 b,PH1,4,1,Transit,2012,Kepler,0,6.180,1033.1600000
4723,PH2 b,PH2,1,1,Transit,2013,Kepler,0,10.120,343.8630000
4724,POTS-1 b,POTS-1,1,1,Transit,2013,La Silla Observatory,0,10.548,747.9590000
4725,PSR B0329+54 b,PSR B0329+54,1,1,Pulsar Timing,2017,Multiple Facilities,0,1.220,504.9331206
4726,PSR B1257+12 b,PSR B1257+12,1,3,Pulsar Timing,1994,Arecibo Observatory,0,0.338,600.0000000
4727,PSR B1257+12 c,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,0,1.910,600.0000000
4728,PSR B1257+12 d,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,0,1.800,600.0000000
4729,PSR B1620-26 b,PSR B1620-26,2,1,Pulsar Timing,2003,Hubble Space Telescope,0,13.300,
4730,PSR J1719-1438 b,PSR J1719-1438,1,1,Pulsar Timing,2011,Parkes Observatory,0,,1200.0000000
4731,PSR J2322-2650 b,PSR J2322-2650,1,1,Pulsar Timing,2017,Parkes Observatory,0,13.900,230.0000000
4732,Pr0201 b,Pr0201,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,0,14.200,180.6400000
4733,Pr0211 b,Pr0211,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,0,13.400,182.7140000
4734,Pr0211 c,Pr0211,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,0,12.600,182.7140000
4735,Proxima Cen b,Proxima Cen,3,1,Radial Velocity,2016,European Southern Observatory,0,1.030,1.3011900
4736,Qatar-1 b,Qatar-1,1,1,Transit,2010,Qatar,0,12.812,185.6150000
4737,Qatar-10 b,Qatar-10,1,1,Transit,2019,Qatar,0,17.295,559.0680000
4738,Qatar-2 b,Qatar-2,1,1,Transit,2011,Qatar,0,14.056,181.3740000
4739,Qatar-3 b,Qatar-3,1,1,Transit,2017,Qatar,0,12.285,735.6010000
4740,Qatar-4 b,Qatar-4,1,1,Transit,2017,Qatar,0,12.722,329.0360000
4741,Qatar-5 b,Qatar-5,1,1,Transit,2017,Qatar,0,12.408,367.6580000
4742,Qatar-6 b,Qatar-6,2,1,Transit,2017,Qatar,0,11.904,100.8480000
4743,Qatar-7 b,Qatar-7,1,1,Transit,2019,Qatar,0,19.055,705.9810000
4744,Qatar-8 b,Qatar-8,1,1,Transit,2019,Qatar,0,14.404,281.4980000
4745,Qatar-9 b,Qatar-9,1,1,Transit,2019,Qatar,0,11.310,213.7710000
4746,ROXs 12 b,ROXs 12,2,1,Imaging,2013,W. M. Keck Observatory,0,12.200,136.6500000
4747,ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013,Multiple Observatories,0,12.500,143.5900000
4748,RR Cae b,RR Cae,2,1,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,0,13.000,21.1916000
4749,Ross 128 b,Ross 128,1,1,Radial Velocity,2017,La Silla Observatory,0,1.110,3.3745400
4750,Ross 458 c,Ross 458,2,1,Imaging,2010,Las Campanas Observatory,0,14.011,11.5094000
4751,Ross 508 b,Ross 508,1,1,Radial Velocity,2022,Subaru Telescope,0,1.830,11.2103000
4752,SR 12 AB c,SR 12 AB,2,1,Imaging,2010,Infrared Survey Facility,0,12.300,112.3172158
4753,SWEEPS-11 b,SWEEPS-11,1,1,Transit,2006,Hubble Space Telescope,0,12.666,8500.0000000
4754,SWEEPS-4 b,SWEEPS-4,1,1,Transit,2006,Hubble Space Telescope,0,9.079,8500.0000000
4755,TAP 26 b,TAP 26,1,1,Radial Velocity,2017,Multiple Facilities,0,13.500,121.4020000
4756,TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,Microlensing,2018,Multiple Observatories,0,4.720,505.0000000
4757,TIC 172900988 b,TIC 172900988 Aa,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.250,250.9560000
4758,TIC 237913194 b,TIC 237913194,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,12.520,306.0630000
4759,TIC 257060897 b,TIC 257060897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,16.701,505.7030000
4760,TOI-1062 b,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.265,82.1733000
4761,TOI-1062 c,TOI-1062,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.100,82.1733000
4762,TOI-1064 b,TOI-1064,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.587,68.0726000
4763,TOI-1064 c,TOI-1064,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.651,68.0726000
4764,TOI-1075 b,TOI-1075,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.791,61.4592000
4765,TOI-1107 b,TOI-1107,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,14.572,281.3140000
4766,TOI-1130 b,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.650,58.2609000
4767,TOI-1130 c,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,16.814,58.2609000
4768,TOI-1136 b,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.900,84.5362000
4769,TOI-1136 c,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.879,84.5362000
4770,TOI-1136 d,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.627,84.5362000
4771,TOI-1136 e,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.639,84.5362000
4772,TOI-1136 f,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.880,84.5362000
4773,TOI-1136 g,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.530,84.5362000
4774,TOI-1181 b,TOI-1181,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,14.572,302.8190000
4775,TOI-1201 b,TOI-1201,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.415,37.8871000
4776,TOI-122 b,TOI-122,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.720,62.1180000
4777,TOI-1227 b,TOI-1227,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,9.572,100.6410000
4778,TOI-1231 b,TOI-1231,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.650,27.6227000
4779,TOI-1235 b,TOI-1235,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.694,39.6345000
4780,TOI-1246 b,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.010,169.4220000
4781,TOI-1246 c,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.510,169.4220000
4782,TOI-1246 d,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.510,169.4220000
4783,TOI-1246 e,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.780,169.4220000
4784,TOI-125 b,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,2.726,111.0590000
4785,TOI-125 c,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,2.759,111.0590000
4786,TOI-125 d,TOI-125,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.930,111.0590000
4787,TOI-1259 A b,TOI-1259 A,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.456,118.1060000
4788,TOI-1260 b,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.410,73.5977000
4789,TOI-1260 c,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.760,73.5977000
4790,TOI-1260 d,TOI-1260,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.120,73.5977000
4791,TOI-1266 b,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.370,36.0118000
4792,TOI-1266 c,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.560,36.0118000
4793,TOI-1268 b,TOI-1268,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,9.100,109.5570000
4794,TOI-1272 b,TOI-1272,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.140,137.5720000
4795,TOI-1272 c,TOI-1272,1,2,Radial Velocity,2022,W. M. Keck Observatory,0,5.590,137.5720000
4796,TOI-1278 b,TOI-1278,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,12.218,75.5759000
4797,TOI-1288 b,TOI-1288,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,5.240,114.8650000
4798,TOI-1288 c,TOI-1288,1,2,Radial Velocity,2022,Multiple Observatories,0,11.000,114.8650000
4799,TOI-1296 b,TOI-1296,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,13.798,323.2650000
4800,TOI-1298 b,TOI-1298,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,9.427,319.0360000
4801,TOI-132 b,TOI-132,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.420,163.6780000
4802,TOI-1333 b,TOI-1333,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,15.648,200.4920000
4803,TOI-1338 b,TOI-1338,2,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,6.850,399.0170000
4804,TOI-1411 b,TOI-1411,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.360,32.4778000
4805,TOI-1422 b,TOI-1422,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.960,155.1410000
4806,TOI-1431 b,TOI-1431,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,16.701,148.9250000
4807,TOI-1442 b,TOI-1442,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.170,41.1659000
4808,TOI-1444 b,TOI-1444,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.397,125.4630000
4809,TOI-1444 c,TOI-1444,1,2,Radial Velocity,2021,W. M. Keck Observatory,0,3.460,125.4630000
4810,TOI-1452 b,TOI-1452,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.672,30.5212000
4811,TOI-1468 b,TOI-1468,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.280,24.7399000
4812,TOI-1468 c,TOI-1468,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.064,24.7399000
4813,TOI-1478 b,TOI-1478,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.882,152.8920000
4814,TOI-150.01,TOI-150,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,14.067,336.2670000
4815,TOI-1516 b,TOI-1516,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,15.244,247.0540000
4816,TOI-1518 b,TOI-1518,1,1,Transit,2021,Multiple Observatories,0,21.017,225.8880000
4817,TOI-157 b,TOI-157,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,14.415,355.6830000
4818,TOI-1601 b,TOI-1601,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,13.888,336.6080000
4819,TOI-163 b,TOI-163,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,16.690,411.7190000
4820,TOI-1634 b,TOI-1634,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.790,35.2736000
4821,TOI-1669 b,TOI-1669,1,1,Radial Velocity,2023,W. M. Keck Observatory,0,14.100,111.2760000
4822,TOI-1670 b,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.060,168.0670000
4823,TOI-1670 c,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.063,168.0670000
4824,TOI-1685 b,TOI-1685,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.700,37.6153000
4825,TOI-169 b,TOI-169,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,12.173,407.8400000
4826,TOI-1693 b,TOI-1693,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.410,30.7947000
4827,TOI-1694 b,TOI-1694,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,5.440,124.6800000
4828,TOI-1694 c,TOI-1694,1,2,Radial Velocity,2023,W. M. Keck Observatory,0,13.800,124.6800000
4829,TOI-1695 b,TOI-1695,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.030,45.1309000
4830,TOI-1696 b,TOI-1696,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.090,64.9172000
4831,TOI-1710 b,TOI-1710,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,5.340,81.2271000
4832,TOI-172 b,TOI-172,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,10.817,342.8310000
4833,TOI-1728 b,TOI-1728,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.050,60.7980000
4834,TOI-1749 b,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.390,99.5561000
4835,TOI-1749 c,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.120,99.5561000
4836,TOI-1749 d,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.520,99.5561000
4837,TOI-1759 b,TOI-1759,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.140,40.0654000
4838,TOI-178 b,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.152,62.6990000
4839,TOI-178 c,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.669,62.6990000
